GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G50000300","2015-2019","VT",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00300","79500US5000300",,,"Southeast Vermont--Windsor, Windham & Orange Counties PUMA; Vermont",57545,"Southeast Vermont--Windsor, Windham & Orange Counties PUMA; Vermont",1285
"G50000400","2015-2019","VT",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00400","79500US5000400",,,"Southwest Vermont--Rutland, Bennington & Addison Counties PUMA; Vermont",59065,"Southwest Vermont--Rutland, Bennington & Addison Counties PUMA; Vermont",1124
"G51001301","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01301","79500US5101301",,,"Arlington County (North) PUMA, Virginia",141088,"Arlington County (North) PUMA, Virginia",2550
"G51001302","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01302","79500US5101302",,,"Arlington County (South) PUMA, Virginia",99564,"Arlington County (South) PUMA, Virginia",2855
"G51004101","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04101","79500US5104101",,,"Chesterfield County (East)--James River Region PUMA, Virginia",67129,"Chesterfield County (East)--James River Region PUMA, Virginia",3460
"G51004102","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04102","79500US5104102",,,"Chesterfield County (Central)--Chester & Rockwood PUMA, Virginia",84487,"Chesterfield County (Central)--Chester & Rockwood PUMA, Virginia",2230
"G51004103","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04103","79500US5104103",,,"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",98735,"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",3134
"G51010701","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10701","79500US5110701",,,"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",118490,"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",2140
"G51010702","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10702","79500US5110702",,,"Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport PUMA, Virginia",159329,"Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport PUMA, Virginia",2956
"G51010703","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10703","79500US5110703",,,"Loudoun County (West & South)--Leesburg Town PUMA, Virginia",146786,"Loudoun County (West & South)--Leesburg Town PUMA, Virginia",3855
"G51051010","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51010","79500US5151010",,,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",37766,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",879
"G51051020","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51020","79500US5151020",,,"Mount Rogers Planning District Commission PUMA, Virginia",43947,"Mount Rogers Planning District Commission PUMA, Virginia",1328
"G51051040","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51040","79500US5151040",,,"New River Valley Planning District Commission PUMA, Virginia",54778,"New River Valley Planning District Commission PUMA, Virginia",1444
"G51051044","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51044","79500US5151044",,,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",46837,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",1219
"G51051045","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51045","79500US5151045",,,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",63678,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",996
"G51051080","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51080","79500US5151080",,,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",54711,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",1162
"G51051084","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51084","79500US5151084",,,"Northern Shenandoah Valley Regional Commission (North) PUMA, Virginia",72666,"Northern Shenandoah Valley Regional Commission (North) PUMA, Virginia",2070
"G51051085","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51085","79500US5151085",,,"Northern Shenandoah Valley Regional Commission (South) PUMA, Virginia",59577,"Northern Shenandoah Valley Regional Commission (South) PUMA, Virginia",1744
"G51051087","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51087","79500US5151087",,,"Rappahannock-Rapidan Regional Commission PUMA, Virginia",81434,"Rappahannock-Rapidan Regional Commission PUMA, Virginia",2276
"G51051089","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51089","79500US5151089",,,"Thomas Jefferson Planning District Commission (South & East) PUMA, Virginia",70591,"Thomas Jefferson Planning District Commission (South & East) PUMA, Virginia",2800
"G51051090","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51090","79500US5151090",,,"Thomas Jefferson Planning District Commission (North) PUMA, Virginia",70765,"Thomas Jefferson Planning District Commission (North) PUMA, Virginia",2712
"G51051095","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51095","79500US5151095",,,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA; Virginia",60856,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA; Virginia",1483
"G51051096","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51096","79500US5151096",,,"Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA, Virginia",48091,"Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA, Virginia",1864
"G51051097","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51097","79500US5151097",,,"West Piedmont Planning District Commission PUMA, Virginia",40734,"West Piedmont Planning District Commission PUMA, Virginia",878
"G51051105","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51105","79500US5151105",,,"Southside Planning District Commission & Commonwealth Regional Council PUMA, Virginia",45408,"Southside Planning District Commission & Commonwealth Regional Council PUMA, Virginia",1194
"G51051110","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51110","79500US5151110",,,"Central Shenandoah Planning District Commission (Northeast) PUMA, Virginia",56500,"Central Shenandoah Planning District Commission (Northeast) PUMA, Virginia",1954
"G51051115","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51115","79500US5151115",,,"George Washington Regional Commission (North) PUMA, Virginia",101537,"George Washington Regional Commission (North) PUMA, Virginia",3673
"G51051120","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51120","79500US5151120",,,"George Washington Regional Commission (South) PUMA, Virginia",85203,"George Washington Regional Commission (South) PUMA, Virginia",1671
"G51051125","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51125","79500US5151125",,,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA; Virginia",56715,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA; Virginia",1475
"G51051135","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51135","79500US5151135",,,"Crater Planning District Commission PUMA, Virginia",50560,"Crater Planning District Commission PUMA, Virginia",1449
"G51051145","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51145","79500US5151145",,,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA; Virginia",70144,"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA; Virginia",1648
"G51051154","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51154","79500US5151154",,,"Norfolk City (Northeast) PUMA, Virginia",51100,"Norfolk City (Northeast) PUMA, Virginia",1122
"G51051155","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51155","79500US5151155",,,"Portsmouth & Norfolk (Southwest) Cities PUMA, Virginia",53000,"Portsmouth & Norfolk (Southwest) Cities PUMA, Virginia",1456
"G51051164","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51164","79500US5151164",,,"Virginia Beach City (North) PUMA, Virginia",75786,"Virginia Beach City (North) PUMA, Virginia",2719
"G51051165","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51165","79500US5151165",,,"Virginia Beach City (Central) PUMA, Virginia",73741,"Virginia Beach City (Central) PUMA, Virginia",990
"G51051167","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51167","79500US5151167",,,"Virginia Beach City (South) PUMA, Virginia",82133,"Virginia Beach City (South) PUMA, Virginia",2044
"G51051175","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51175","79500US5151175",,,"Newport News City PUMA, Virginia",53232,"Newport News City PUMA, Virginia",1599
"G51051186","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51186","79500US5151186",,,"Hampton City PUMA, Virginia",56193,"Hampton City PUMA, Virginia",1255
"G51051206","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51206","79500US5151206",,,"James City, York Counties, Williamsburg & Poquoson Cities PUMA; Virginia",87572,"James City, York Counties, Williamsburg & Poquoson Cities PUMA; Virginia",2419
"G51051215","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51215","79500US5151215",,,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA; Virginia",85965,"Hanover, Powhatan, Goochland, New Kent, King William & Charles City Counties PUMA; Virginia",1957
"G51051224","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51224","79500US5151224",,,"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen PUMA; Virginia",59029,"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen PUMA; Virginia",1998
"G51051225","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51225","79500US5151225",,,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA; Virginia",84047,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA; Virginia",1492
"G51051235","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51235","79500US5151235",,,"Richmond City PUMA, Virginia",47250,"Richmond City PUMA, Virginia",1316
"G51051244","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51244","79500US5151244",,,"Prince William County (North & West)--Linton Hall & Gainesville PUMA, Virginia",139856,"Prince William County (North & West)--Linton Hall & Gainesville PUMA, Virginia",3741
"G51051245","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51245","79500US5151245",,,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA; Virginia",83326,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA; Virginia",2094
"G51051246","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51246","79500US5151246",,,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA; Virginia",98978,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA; Virginia",2597
"G51051255","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51255","79500US5151255",,,"Alexandria City PUMA, Virginia",100939,"Alexandria City PUMA, Virginia",2888
"G51055001","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55001","79500US5155001",,,"Chesapeake City (Northeast) PUMA, Virginia",63280,"Chesapeake City (Northeast) PUMA, Virginia",2028
"G51055002","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55002","79500US5155002",,,"Chesapeake City (South & West) PUMA, Virginia",100330,"Chesapeake City (South & West) PUMA, Virginia",3372
"G51059301","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59301","79500US5159301",,,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads PUMA; Virginia",91355,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads PUMA; Virginia",2788
"G51059302","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59302","79500US5159302",,,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon PUMA; Virginia",104882,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon PUMA; Virginia",2529
"G51059303","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59303","79500US5159303",,,"Fairfax County (Central) & Fairfax City--Burke PUMA, Virginia",139192,"Fairfax County (Central) & Fairfax City--Burke PUMA, Virginia",2148
"G51059304","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59304","79500US5159304",,,"Fairfax County (Southwest)--Centreville (Southeast) & Lorton PUMA, Virginia",135082,"Fairfax County (Southwest)--Centreville (Southeast) & Lorton PUMA, Virginia",5894
"G51059305","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59305","79500US5159305",,,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) PUMA; Virginia",142261,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) PUMA; Virginia",4068
"G51059306","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59306","79500US5159306",,,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia PUMA; Virginia",124554,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia PUMA; Virginia",3257
"G51059307","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59307","79500US5159307",,,"Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA, Virginia",130463,"Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA, Virginia",2531
"G51059308","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59308","79500US5159308",,,"Fairfax County (Northeast)--McLean & Idylwood PUMA, Virginia",156129,"Fairfax County (Northeast)--McLean & Idylwood PUMA, Virginia",3556
"G51059309","2015-2019","VA",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59309","79500US5159309",,,"Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUMA, Virginia",113451,"Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUMA, Virginia",3331
"G53010100","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10100","79500US5310100",,,"Whatcom County--Bellingham City PUMA, Washington",62984,"Whatcom County--Bellingham City PUMA, Washington",1391
"G53010200","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10200","79500US5310200",,,"Skagit, Island & San Juan Counties PUMA; Washington",67269,"Skagit, Island & San Juan Counties PUMA; Washington",1291
"G53010300","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10300","79500US5310300",,,"Chelan & Douglas Counties PUMA, Washington",59757,"Chelan & Douglas Counties PUMA, Washington",2139
"G53010400","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10400","79500US5310400",,,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA; Washington",48975,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA; Washington",1514
"G53010501","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10501","79500US5310501",,,"Spokane County (North Central)--Spokane City (North) PUMA, Washington",51542,"Spokane County (North Central)--Spokane City (North) PUMA, Washington",1113
"G53010502","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10502","79500US5310502",,,"Spokane County (South Central)--Spokane City (South) PUMA, Washington",52466,"Spokane County (South Central)--Spokane City (South) PUMA, Washington",1740
"G53010503","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10503","79500US5310503",,,"Spokane County (East Central)--Greater Spokane Valley City PUMA, Washington",59365,"Spokane County (East Central)--Greater Spokane Valley City PUMA, Washington",1798
"G53010504","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10504","79500US5310504",,,"Spokane County (Outer)--Cheney City PUMA, Washington",69868,"Spokane County (Outer)--Cheney City PUMA, Washington",2234
"G53010600","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10600","79500US5310600",,,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA; Washington",48296,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA; Washington",1673
"G53010701","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10701","79500US5310701",,,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA; Washington",66779,"Benton & Franklin Counties--Pasco, Richland (North) & West Richland Cities PUMA; Washington",2555
"G53010702","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10702","79500US5310702",,,"Benton County (East Central)--Kennewick & Richland (South) Cities PUMA, Washington",67236,"Benton County (East Central)--Kennewick & Richland (South) Cities PUMA, Washington",2293
"G53010703","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10703","79500US5310703",,,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA; Washington",62814,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA; Washington",1843
"G53010800","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10800","79500US5310800",,,"Grant & Kittitas Counties PUMA, Washington",55727,"Grant & Kittitas Counties PUMA, Washington",1778
"G53010901","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10901","79500US5310901",,,"Yakima County (Central)--Greater Yakima City PUMA, Washington",49200,"Yakima County (Central)--Greater Yakima City PUMA, Washington",1447
"G53010902","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10902","79500US5310902",,,"Yakima County (Outer)--Sunnyside & Grandview Cities PUMA, Washington",54210,"Yakima County (Outer)--Sunnyside & Grandview Cities PUMA, Washington",1401
"G53011000","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11000","79500US5311000",,,"Lewis, Klickitat & Skamania Counties PUMA; Washington",55090,"Lewis, Klickitat & Skamania Counties PUMA; Washington",1799
"G53011101","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11101","79500US5311101",,,"Clark County (Southwest)--Vancouver City (West & Central) PUMA, Washington",58738,"Clark County (Southwest)--Vancouver City (West & Central) PUMA, Washington",1447
"G53011102","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11102","79500US5311102",,,"Clark County (West Central)--Salmon Creek & Hazel Dell PUMA, Washington",76678,"Clark County (West Central)--Salmon Creek & Hazel Dell PUMA, Washington",2651
"G53011103","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11103","79500US5311103",,,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA; Washington",85909,"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities PUMA; Washington",2446
"G53011104","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11104","79500US5311104",,,"Clark County (North)--Battle Ground City & Orchards PUMA, Washington",86631,"Clark County (North)--Battle Ground City & Orchards PUMA, Washington",2170
"G53011200","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11200","79500US5311200",,,"Cowlitz, Pacific & Wahkiakum Counties PUMA; Washington",52837,"Cowlitz, Pacific & Wahkiakum Counties PUMA; Washington",1564
"G53011300","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11300","79500US5311300",,,"Grays Harbor & Mason Counties PUMA, Washington",54474,"Grays Harbor & Mason Counties PUMA, Washington",1498
"G53011401","2015-2019","WA",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11401","79500US5311401",,,"Thurston County (Central)--Olympia, Lacey & Tumwater Cities PUMA; Washington",68155,"Thurston County (Central)--Olympia, Lacey & Tumwater Cities PUMA; Washington",1745
